label,count,+1,0,-1,entropy,purity
AOTU037,2,2,0,0,-0.000000,1.000000
AOTU038,4,4,0,0,-0.000000,1.000000
AOTU039,4,4,0,0,-0.000000,1.000000
AOTU040,3,3,0,0,-0.000000,1.000000
AOTU041,4,4,0,0,-0.000000,1.000000
AOTU042,4,4,0,0,-0.000000,1.000000
AOTU043,2,2,0,0,-0.000000,1.000000
AOTU044,4,4,0,0,-0.000000,1.000000
AOTU045,1,1,0,0,-0.000000,1.000000
AOTU046,4,4,0,0,-0.000000,1.000000
AOTU047,1,1,0,0,-0.000000,1.000000
AOTU048,1,1,0,0,-0.000000,1.000000
AOTU049,2,2,0,0,-0.000000,1.000000
AOTU050,5,5,0,0,-0.000000,1.000000
AOTU051,2,2,0,0,-0.000000,1.000000
AOTU052,3,3,0,0,-0.000000,1.000000
AOTU053,2,2,0,0,-0.000000,1.000000
AOTU054,1,1,0,0,-0.000000,1.000000
AOTU055,1,1,0,0,-0.000000,1.000000
AOTU056,5,5,0,0,-0.000000,1.000000
AOTU057,1,1,0,0,-0.000000,1.000000
AOTU058,3,3,0,0,-0.000000,1.000000
AOTU059,4,4,0,0,-0.000000,1.000000
AOTU060,4,4,0,0,-0.000000,1.000000
AOTU061,2,2,0,0,-0.000000,1.000000
AOTU062,4,4,0,0,-0.000000,1.000000
AOTU063,2,2,0,0,-0.000000,1.000000
AOTU064,2,2,0,0,-0.000000,1.000000
AOTU065,1,1,0,0,-0.000000,1.000000
APL,1,1,0,0,-0.000000,1.000000
ATL001,1,1,0,0,-0.000000,1.000000
ATL002,1,1,0,0,-0.000000,1.000000
ATL003,1,1,0,0,-0.000000,1.000000
ATL004,2,2,0,0,-0.000000,1.000000
ATL005,2,2,0,0,-0.000000,1.000000
ATL006,2,2,0,0,-0.000000,1.000000
ATL007,2,2,0,0,-0.000000,1.000000
ATL008,2,2,0,0,-0.000000,1.000000
ATL009,3,3,0,0,-0.000000,1.000000
ATL010,2,2,0,0,-0.000000,1.000000
ATL011,2,2,0,0,-0.000000,1.000000
ATL012,4,4,0,0,-0.000000,1.000000
ATL013,3,3,0,0,-0.000000,1.000000
ATL014,2,2,0,0,-0.000000,1.000000
ATL015,1,1,0,0,-0.000000,1.000000
ATL016,2,2,0,0,-0.000000,1.000000
ATL017,2,2,0,0,-0.000000,1.000000
ATL018,4,4,0,0,-0.000000,1.000000
ATL019,1,1,0,0,-0.000000,1.000000
ATL020,2,2,0,0,-0.000000,1.000000
ATL021,1,1,0,0,-0.000000,1.000000
ATL022,1,1,0,0,-0.000000,1.000000
ATL023,1,1,0,0,-0.000000,1.000000
ATL024,1,1,0,0,-0.000000,1.000000
ATL025,2,2,0,0,-0.000000,1.000000
ATL026,2,2,0,0,-0.000000,1.000000
ATL027,2,2,0,0,-0.000000,1.000000
ATL028,2,2,0,0,-0.000000,1.000000
ATL029,2,2,0,0,-0.000000,1.000000
ATL030,1,1,0,0,-0.000000,1.000000
ATL031,2,2,0,0,-0.000000,1.000000
ATL032,2,2,0,0,-0.000000,1.000000
ATL033,2,2,0,0,-0.000000,1.000000
ATL034,2,2,0,0,-0.000000,1.000000
ATL035,2,2,0,0,-0.000000,1.000000
ATL036,2,2,0,0,-0.000000,1.000000
ATL037,2,2,0,0,-0.000000,1.000000
ATL038,2,2,0,0,-0.000000,1.000000
ATL039,2,2,0,0,-0.000000,1.000000
ATL040,1,1,0,0,-0.000000,1.000000
ATL041,1,1,0,0,-0.000000,1.000000
ATL042,2,2,0,0,-0.000000,1.000000
ATL043,1,1,0,0,-0.000000,1.000000
ATL044,1,1,0,0,-0.000000,1.000000
ATL045,2,2,0,0,-0.000000,1.000000
AVLP001,1,1,0,0,-0.000000,1.000000
AVLP002,2,2,0,0,-0.000000,1.000000
AVLP003,3,3,0,0,-0.000000,1.000000
AVLP004,5,5,0,0,-0.000000,1.000000
AVLP005,4,4,0,0,-0.000000,1.000000
AVLP006,2,2,0,0,-0.000000,1.000000
AVLP007,4,4,0,0,-0.000000,1.000000
AVLP008,5,5,0,0,-0.000000,1.000000
AVLP009,1,1,0,0,-0.000000,1.000000
AVLP010,5,5,0,0,-0.000000,1.000000
AVLP011,1,1,0,0,-0.000000,1.000000
AVLP012,2,2,0,0,-0.000000,1.000000
AVLP013,2,2,0,0,-0.000000,1.000000
AVLP014,1,1,0,0,-0.000000,1.000000
AVLP015,1,1,0,0,-0.000000,1.000000
AVLP016,1,1,0,0,-0.000000,1.000000
AVLP017,1,1,0,0,-0.000000,1.000000
AVLP018,1,1,0,0,-0.000000,1.000000
AVLP019,1,1,0,0,-0.000000,1.000000
AVLP020,1,1,0,0,-0.000000,1.000000
AVLP021,1,1,0,0,-0.000000,1.000000
AVLP022,1,1,0,0,-0.000000,1.000000
AVLP023,1,1,0,0,-0.000000,1.000000
AVLP024,3,3,0,0,-0.000000,1.000000
AVLP025,1,1,0,0,-0.000000,1.000000
AVLP026,7,7,0,0,-0.000000,1.000000
AVLP027,2,2,0,0,-0.000000,1.000000
AVLP028,4,4,0,0,-0.000000,1.000000
AVLP029,1,1,0,0,-0.000000,1.000000
AVLP030,1,1,0,0,-0.000000,1.000000
AVLP031,1,1,0,0,-0.000000,1.000000
AVLP032,2,2,0,0,-0.000000,1.000000
AVLP033,1,1,0,0,-0.000000,1.000000
AVLP034,1,1,0,0,-0.000000,1.000000
AVLP035,1,1,0,0,-0.000000,1.000000
AVLP036,2,2,0,0,-0.000000,1.000000
AVLP037,3,3,0,0,-0.000000,1.000000
AVLP038,3,3,0,0,-0.000000,1.000000
AVLP039,3,3,0,0,-0.000000,1.000000
AVLP040,4,4,0,0,-0.000000,1.000000
AVLP041,1,1,0,0,-0.000000,1.000000
AVLP042,1,1,0,0,-0.000000,1.000000
AVLP043,2,2,0,0,-0.000000,1.000000
AVLP044_a,2,2,0,0,-0.000000,1.000000
AVLP044_b,2,2,0,0,-0.000000,1.000000
AVLP045,4,4,0,0,-0.000000,1.000000
AVLP046,2,2,0,0,-0.000000,1.000000
AVLP047,3,3,0,0,-0.000000,1.000000
AVLP048,2,2,0,0,-0.000000,1.000000
AVLP049,2,2,0,0,-0.000000,1.000000
AVLP050,3,3,0,0,-0.000000,1.000000
AVLP051,3,3,0,0,-0.000000,1.000000
AVLP052,1,1,0,0,-0.000000,1.000000
AVLP053,1,1,0,0,-0.000000,1.000000
AVLP054,1,1,0,0,-0.000000,1.000000
AVLP055,3,3,0,0,-0.000000,1.000000
AVLP056,1,1,0,0,-0.000000,1.000000
